GeneMark.hmm PROKARYOTIC (Version 3.40)
Date: Mon Nov 18 09:07:57 2019
Sequence file name: sequence
Model file name: itr_4.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
    1        +         337        2799         2463        1
    2        +        2801        3733          933        1
    3        +        3734        5020         1287        1
    4        +        5243        5530          288        1
    5        -        5683        6459          777        1
    6        -        6529        7959         1431        1
    7        +        8238        9191          954        1
    8        +        9306        9893          588        1
    9        -        9928       10494          567        1
   10        -       10643       11275          633        1
   11        -       11382       11786          405        1
   12        +       12163       14079         1917        1
   13        +       14168       15298         1131        1
   14        +       15445       16557         1113        1
   15        -       16751       16903          153        1
   16        +       17489       18655         1167        1
   17        +       18715       19620          906        1
   18        -       19811       20314          504        1
   19        -       20815       21000          186        1
   20        +       21407       22348          942        1
   21        +       22439       25207         2769        1
   22        +       25207       25701          495        1
   23        +       25826       26275          450        1
   24        +       26277       27227          951        1
   25        +       27293       28207          915        1
   26        +       28374       29195          822        1
   27        +       29651       30799         1149        1
   28        +       30817       34038         3222        1
   29        +       34300       34695          396        1
   30        -       34781       35371          591        1
   31        -       35377       36162          786        1
   32        -       36271       37824         1554        1
   33        -       37898       39115         1218        1
   34        -       39244       40386         1143        1
   35        -       40417       41757         1341        1
   36        +       42403       43173          771        1
   37        +       43188       44129          942        1
   38        +       44180       45466         1287        1
   39        +       45463       45750          288        1
   40        +       45807       47138         1332        1
   41        +       47246       47776          531        1
   42        +       47769       49631         1863        1
   43        +       49712       50302          591        1
   44        -       50380       51222          843        1
   45        -       51229       51606          378        1
   46        -       51609       52430          822        1
   47        -       52427       53416          990        1
   48        -       53416       54702         1287        1
   49        -       54755       57109         2355        1
   50        +       57364       58179          816        1
   51        -       59687       60346          660        1
   52        -       60358       63264         2907        1
   53        -       63429       65780         2352        1
   54        -       65855       66550          696        1
   55        -       66835       68337         1503        1
   56        -       68348       70048         1701        1
   57        +       70378       71265          888        1
   58        +       71351       72115          765        1
   59        -       72229       72927          699        1
   60        -       72911       74521         1611        1
   61        -       74497       75480          984        1
   62        -       75644       77299         1656        1
   63        +       77388       77519          132        1
   64        +       77639       78799         1161        1
   65        -       78848       79453          606        1
   66        -       79464       80864         1401        1
   67        -       80867       81958         1092        1
   68        -       81958       83529         1572        1
   69        +       84368       85312          945        1
   70        +       85654       87354         1701        1
   71        +       87357       87848          492        1
   72        +       88028       89032         1005        1
   73        +       89634       90092          459        1
   74        +       90094       91035          942        1
   75        +       91032       91397          366        1
   76        +       91413       93179         1767        1
   77        +       93166       94653         1488        1
   78        +       94650       96008         1359        1
   79        +       96002       97084         1083        1
   80        +       97087       98403         1317        1
   81        +       98403       99647         1245        1
   82        +       99668      100711         1044        1
   83        +      100765      102240         1476        1
   84        +      102233      103153          921        1
   85        +      103155      103985          831        1
   86        +      103982      105244         1263        1
   87        +      105305      106456         1152        1
   88        +      106557      107474          918        1
   89        +      107705      108217          513        1
   90        +      108279      110984         2706        1
   91        +      111044      111433          390        1
   92        -      111649      111846          198        1
   93        -      111856      112599          744        1
   94        -      112599      113219          621        1
   95        +      113444      114487         1044        1
   96        -      114522      115724         1203        1
   97        -      115714      117099         1386        1
   98        -      117109      117549          441        1
   99        -      117752      118645          894        1
  100        +      118733      119284          552        1
  101        +      119281      120135          855        1
  102        -      120178      121548         1371        1
  103        +      122092      122856          765        1
  104        +      123017      125680         2664        1
  105        +      125695      127587         1893        1
  106        +      127912      129336         1425        1
  107        -      129407      131149         1743        1
  108        +      131615      134212         2598        1
  109        +      134388      134750          363        1
  110        -      134788      135582          795        1
  111        -      135598      136464          867        1
  112        -      136570      136917          348        1
  113        +      137083      138633         1551        1
  114        -      138835      141225         2391        1
  115        +      141431      141967          537        1
  116        -      142008      142622          615        1
  117        +      142779      143705          927        1
  118        +      143702      144472          771        1
  119        +      144577      145017          441        1
  120        +      145081      146310         1230        1
  121        -      146314      146694          381        1
  122        +      146968      147870          903        1
  123        -      147944      148795          852        1
  124        -      148807      149601          795        1
  125        -      149715      150062          348        1
  126        -      151626      152228          603        1
  127        -      152243      152626          384        1
  128        -      152829      155426         2598        1
  129        -      155461      156201          741        1
  130        -      156299      156883          585        1
  131        -      157253      157732          480        1
  132        -      157729      159093         1365        1
  133        -      159186      160112          927        1
  134        -      160149      160604          456        1
  135        -      160782      161486          705        1
  136        -      161501      162031          531        1
  137        +      162105      164534         2430        1
  138        +      164730      167264         2535        1
  139        +      167484      169727         2244        1
  140        +      169778      170575          798        1
  141        +      170575      171465          891        1
  142        +      171462      173444         1983        1
  143        -      173602      174882         1281        1
  144        +      175107      176528         1422        1
  145        +      176610      176954          345        1
  146        -      177001      177624          624        1
  147        -      177662      178462          801        1
  148        -      178455      179153          699        1
  149        +      179237      180754         1518        1
  150        +      180884      182308         1425        1
  151        +      182463      183620         1158        1
  152        -      183709      184095          387        1
  153        -      184257      185069          813        1
  154        -      185123      185947          825        1
  155        -      185978      188650         2673        1
  156        -      188712      189506          795        1
  157        +      189874      190599          726        1
  158        +      190857      191708          852        1
  159        +      191855      192580          726        1
  160        +      192872      193429          558        1
  161        +      193521      194717         1197        1
  162        +      194906      195664          759        1
  163        +      195677      196534          858        1
  164        +      196546      197898         1353        1
  165        +      197928      200360         2433        1
  166        +      200482      200967          486        1
  167        +      200971      201996         1026        1
  168        +      202101      202556          456        1
  169        +      202560      203348          789        1
  170        +      203348      204496         1149        1
  171        +      204493      205089          597        1
  172        +      205126      208608         3483        1
  173        +      208621      209580          960        1
  174        +      209679      211820         2142        1
  175        +      211877      212266          390        1
  176        +      212331      213629         1299        1
  177        -      213678      213938          261        1
  178        -      213925      214125          201        1
  179        +      214291      214836          546        1
  180        +      214833      215255          423        1
  181        +      215269      215979          711        1
  182        -      216179      217003          825        1
  183        -      217057      218775         1719        1
  184        -      218887      219594          708        1
  185        -      219591      219995          405        1
  186        -      220113      220928          816        1
  187        -      220968      221621          654        1
  188        -      221614      222645         1032        1
  189        +      222833      223408          576        1
  190        +      227616      227711           96        1
  191        +      229167      229970          804        1
  192        -      229967      230881          915        1
  193        +      231122      231922          801        1
  194        +      231926      232549          624        1
  195        -      232597      233817         1221        1
  196        +      234816      235538          723        1
  197        -      235535      236002          468        1
  198        +      236058      236798          741        1
  199        +      237752      238120          369        1
  200        -      239419      240189          771        1
  201        +      240370      240816          447        1
  202        -      240859      243303         2445        1
  203        +      243543      244121          579        1
  204        +      244327      245094          768        1
  205        -      245065      245805          741        1
  206        -      245961      246143          183        1
  207        -      246242      246502          261        1
  208        +      246835      247461          627        1
  209        -      248358      250067         1710        1
  210        +      250057      250827          771        1
  211        +      250898      251953         1056        1
  212        +      252301      252699          399        1
  213        +      252787      253161          375        1
  214        +      253479      253733          255        1
  215        +      253702      254202          501        1
  216        -      254259      255716         1458        1
  217        +      255977      256435          459        1
  218        +      256527      257771         1245        1
  219        -      257923      258426          504        1
  220        +      258734      259006          273        1
  221        -      259045      260100         1056        1
  222        +      260388      261491         1104        1
  223        +      261503      262756         1254        1
  224        -      263328      263600          273        1
  225        -      263690      264007          318        1
  226        -      264026      264247          222        1
  227        -      264256      264732          477        1
  228        -      264748      265206          459        1
  229        -      265304      265543          240        1
  230        -      265620      266060          441        1
  231        -      266110      266553          444        1
  232        -      266553      266729          177        1
  233        -      267184      268005          822        1
  234        -      268097      268960          864        1
  235        -      269289      270182          894        1
  236        +      272016      272255          240        1
  237        +      272862      273992         1131        1
  238        -      274101      275081          981        1
  239        +      275364      276728         1365        1
  240        +      276715      277647          933        1
  241        -      277756      278814         1059        1
  242        -      278814      279176          363        1
  243        -      279178      279681          504        1
  244        -      280024      280362          339        1
  245        -      280385      280735          351        1
  246        -      280829      281971         1143        1
  247        +      282278      283186          909        1
  248        +      283201      285168         1968        1
  249        +      285395      286777         1383        1
  250        +      286789      288399         1611        1
  251        -      288404      289162          759        1
  252        -      289301      290305         1005        1
  253        -      290649      291152          504        1
  254        +      291500      292231          732        1
  255        -      292322      292753          432        1
  256        -      295696      296316          621        1
  257        -      297381      297791          411        1
  258        -      297770      298726          957        1
  259        -      298736      300934         2199        1
  260        -      300931      301887          957        1
  261        -      301884      302573          690        1
  262        -      304495      305205          711        1
  263        -      305174      306793         1620        1
  264        -      306807      309332         2526        1
  265        -      309358      310026          669        1
  266        -      310084      310671          588        1
  267        -      312514      312777          264        1
  268        +      314357      315244          888        1
  269        +      315291      315590          300        1
  270        +      315587      316453          867        1
  271        -      317726      318319          594        1
  272        -      318676      320001         1326        1
  273        +      320227      321081          855        1
  274        +      321659      322327          669        1
  275        +      322338      323765         1428        1
  276        +      323758      324453          696        1
  277        -      325577      327247         1671        1
  278        -      327261      328733         1473        1
  279        -      328747      329334          588        1
  280        +      329463      331496         2034        1
  281        +      332371      333459         1089        1
  282        -      333501      334433          933        1
  283        -      334525      335022          498        1
  284        +      335280      335885          606        1
  285        +      335925      336788          864        1
  286        +      336778      338325         1548        1
  287        +      338325      339743         1419        1
  288        +      339793      340089          297        1
  289        +      340165      341115          951        1
  290        +      341125      342507         1383        1
  291        +      342884      343933         1050        1
  292        -      345666      346298          633        1
  293        +      346484      346759          276        1
  294        -      346857      348443         1587        1
  295        +      348682      349572          891        1
  296        +      350012      351181         1170        1
  297        +      351215      352666         1452        1
  298        +      352706      354592         1887        1
  299        +      354922      356181         1260        1
  300        +      356171      357454         1284        1
  301        -      357791      358690          900        1
  302        +      358799      359458          660        1
  303        +      359489      359959          471        1
  304        +      359992      361146         1155        1
  305        -      361249      361764          516        1
  306        -      361926      363179         1254        1
  307        -      363231      366305         3075        1
  308        -      366428      367510         1083        1
  309        -      367587      368432          846        1
  310        +      368611      370275         1665        1
  311        +      370277      371221          945        1
  312        +      371239      372105          867        1
  313        +      372115      372924          810        1
  314        +      372921      373871          951        1
  315        +      373868      374881         1014        1
  316        +      375459      376670         1212        1
  317        +      376772      377311          540        1
  318        -      377535      378368          834        1
  319        -      378462      379571         1110        1
  320        -      379606      379881          276        1
  321        -      380069      380842          774        1
  322        -      380844      381287          444        1
  323        +      381351      381716          366        1
  324        +      381740      382579          840        1
  325        -      382739      383899         1161        1
  326        -      384059      384616          558        1
  327        +      385232      386194          963        1
  328        +      386207      386974          768        1
  329        +      386971      387798          828        1
  330        +      387795      388646          852        1
  331        -      388753      389727          975        1
  332        +      390251      391711         1461        1
  333        -      391739      392605          867        1
  334        -      392602      392901          300        1
  335        +      393015      394418         1404        1
  336        +      394716      395129          414        1
  337        -      395130      396287         1158        1
  338        +      396639      397859         1221        1
  339        +      397872      398966         1095        1
  340        -      399025      399333          309        1
  341        +      399593      399805          213        1
  342        -      399829      400923         1095        1
  343        +      401386      401646          261        1
  344        +      401747      403162         1416        1
  345        +      403281      403601          321        1
  346        +      403718      404818         1101        1
  347        -      404835      405644          810        1
  348        +      405764      406222          459        1
  349        +      406462      406929          468        1
  350        +      406979      407170          192        1
  351        +      407428      408105          678        1
  352        +      408177      408461          285        1
  353        +      408669      408950          282        1
  354        -      409108      410085          978        1
  355        +      410144      411052          909        1
  356        -      411297      412565         1269        1
  357        -      412607      415753         3147        1
  358        -      415750      416952         1203        1
  359        +      417142      417831          690        1
  360        +      417889      419184         1296        1
  361        +      419591      420910         1320        1
  362        +      421040      422359         1320        1
  363        +      422518      424332         1815        1
  364        -      424337      424918          582        1
  365        +      425011      426081         1071        1
  366        +      426137      427264         1128        1
  367        +      427287      427619          333        1
  368        +      427680      429494         1815        1
  369        +      429505      430476          972        1
  370        +      430605      430952          348        1
  371        -      431129      432013          885        1
  372        -      432312      432851          540        1
  373        +      433002      433451          450        1
  374        +      433455      434558         1104        1
  375        +      434647      435117          471        1
  376        +      435137      435556          420        1
  377        +      435634      436611          978        1
  378        +      436589      437107          519        1
  379        -      437161      438135          975        1
  380        -      438315      440177         1863        1
  381        -      440202      441101          900        1
  382        -      441101      441343          243        1
  383        +      441549      442997         1449        1
  384        -      443051      443641          591        1
  385        -      443604      444515          912        1
  386        +      444683      445174          492        1
  387        -      445302      446666         1365        1
  388        -      446815      447702          888        1
  389        -      447717      448046          330        1
  390        -      448046      448660          615        1
  391        -      448650      450641         1992        1
  392        -      450663      451550          888        1
  393        -      452070      453545         1476        1
  394        -      453589      454167          579        1
  395        +      454472      454789          318        1
  396        +      455133      456431         1299        1
  397        +      456677      457300          624        1
  398        +      457426      458700         1275        1
  399        +      458888      461242         2355        1
  400        +      461451      461723          273        1
  401        +      461915      463786         1872        1
  402        +      463937      464308          372        1
  403        +      464402      464800          399        1
  404        -      464852      465547          696        1
  405        -      465612      467312         1701        1
  406        +      467412      468230          819        1
  407        +      468383      468841          459        1
  408        +      468871      470643         1773        1
  409        +      470636      472417         1782        1
  410        +      472598      472936          339        1
  411        +      472966      474252         1287        1
  412        -      474301      475161          861        1
  413        +      475379      475951          573        1
  414        -      475982      476293          312        1
  415        +      476672      477025          354        1
  416        -      477067      478623         1557        1
  417        -      478781      479251          471        1
  418        -      479367      479918          552        1
  419        -      480090      480308          219        1
  420        -      480334      480708          375        1
  421        -      481254      484403         3150        1
  422        -      484426      485619         1194        1
  423        +      485761      486408          648        1
  424        +      486536      489898         3363        1
  425        -      490110      490271          162        1
  426        -      490285      490812          528        1
  427        +      490882      491259          378        1
  428        +      491412      491963          552        1
  429        +      492092      494023         1932        1
  430        +      494076      494405          330        1
  431        +      494405      495010          606        1
  432        +      495120      496994         1875        1
  433        +      497175      497819          645        1
  434        +      498055      499017          963        1
  435        -      499014      499973          960        1
  436        +      500125      501429         1305        1
  437        -      501562      503238         1677        1
  438        -      503476      504696         1221        1
  439        +      504914      506566         1653        1
  440        -      506603      507082          480        1
  441        -      507286      508080          795        1
  442        +      508218      508559          342        1
  443        -      508875      511379         2505        1
  444        +      511641      512573          933        1
  445        +      512576      513868         1293        1
  446        +      513993      514400          408        1
  447        -      514401      514859          459        1
  448        -      514856      515773          918        1
  449        +      515919      516596          678        1
  450        +      516583      517362          780        1
  451        -      517425      518279          855        1
  452        -      518340      519149          810        1
  453        -      519139      519762          624        1
