GeneMark.hmm PROKARYOTIC (Version 3.40)
Date: Mon Nov 18 09:46:23 2019
Sequence file name: sequence
Model file name: itr_2.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
    1        -          <3          89           87        1
    2        -         101        1474         1374        1
    3        +        1723        2871         1149        1
    4        +        3032        3556          525        1
    5        +        3553        4539          987        1
    6        +        4551        5618         1068        1
    7        -        5659        6306          648        1
    8        +        6428        7435         1008        1
    9        -        7540        8100          561        1
   10        -        8093       11044         2952        1
   11        -       11041       11328          288        1
   12        -       11341       12591         1251        1
   13        +       12910       13797          888        1
   14        +       13891       14913         1023        1
   15        +       14913       16892         1980        1
   16        -       16992       17639          648        1
   17        -       17670       20117         2448        1
   18        -       20147       21037          891        1
   19        -       21034       23484         2451        1
   20        -       23619       24239          621        1
   21        -       24239       24811          573        1
   22        -       24931       25386          456        1
   23        -       25435       26568         1134        1
   24        +       26675       27043          369        1
   25        +       27145       27501          357        1
   26        +       27764       29341         1578        1
   27        -       29350       29676          327        1
   28        +       29762       30643          882        1
   29        +       30735       31298          564        1
   30        -       31304       31906          603        1
   31        -       32002       34800         2799        1
   32        -       34824       35864         1041        1
   33        -       36111       37451         1341        1
   34        +       37491       38753         1263        1
   35        -       38853       39038          186        1
   36        -       39035       39661          627        1
   37        -       39707       40624          918        1
   38        -       40679       41467          789        1
   39        -       41728       42414          687        1
   40        +       42577       43665         1089        1
   41        +       43662       44156          495        1
   42        -       44164       44820          657        1
   43        -       44919       45866          948        1
   44        +       46165       46620          456        1
   45        +       46734       49280         2547        1
   46        +       49267       49746          480        1
   47        +       49743       50744         1002        1
   48        +       50763       51347          585        1
   49        -       51326       52510         1185        1
   50        -       52507       53841         1335        1
   51        -       53945       55948         2004        1
   52        -       56013       57056         1044        1
   53        -       57069       57734          666        1
   54        -       57790       58455          666        1
   55        -       58565       63094         4530        1
   56        -       63091       63525          435        1
   57        -       63522       63956          435        1
   58        -       64087       65520         1434        1
   59        +       65746       66549          804        1
   60        -       66546       67529          984        1
   61        -       68288       69568         1281        1
   62        -       69595       69750          156        1
   63        -       69950       70762          813        1
   64        -       70868       72880         2013        1
   65        +       73225       73392          168        1
   66        -       73785       74429          645        1
   67        -       74433       75839         1407        1
   68        -       75850       76620          771        1
   69        -       76746       78467         1722        1
   70        +       78658       79296          639        1
   71        +       79446       79913          468        1
   72        +       79906       81987         2082        1
   73        +       81988       82548          561        1
   74        -       82648       83784         1137        1
   75        +       83827       84579          753        1
   76        -       84576       84725          150        1
   77        +       84933       86558         1626        1
   78        -       86555       86689          135        1
   79        -       86744       88468         1725        1
   80        -       88470       89027          558        1
   81        -       89024       89182          159        1
   82        +       89289       90098          810        1
   83        -       90109       91029          921        1
   84        +       91266       92525         1260        1
   85        +       92563       93852         1290        1
   86        -       93937       94731          795        1
   87        -       94788       95627          840        1
   88        +       95936       96634          699        1
   89        +       96847       97056          210        1
   90        -       97134       98264         1131        1
   91        +       98445       98945          501        1
   92        +       99057       99707          651        1
   93        +       99704      100054          351        1
   94        +      100056      101048          993        1
   95        -      101045      102982         1938        1
   96        -      103204      104319         1116        1
   97        -      104322      105317          996        1
   98        -      105319      106170          852        1
   99        -      106396      106554          159        1
  100        -      106567      106719          153        1
  101        -      106901      107155          255        1
  102        -      107152      108627         1476        1
  103        -      108716      110287         1572        1
